员工编号,年龄,性别,婚姻状况,婚姻状况编码,学历,学历编码,专业,是否成年,部门,岗位,职级,出差频率,出差频率编码,离家距离,是否加班,是否加班编码,标准工时,年度培训次数,总工龄,本企业工龄,现岗年限,晋升间隔,与现任经理共事年限,跳槽次数,月收入,时薪,日薪,月薪,调薪幅度,股权激励等级,股权激励等级编码,环境满意,环境满意编码,人际关系满意,人际关系满意编码,工作满意,工作满意编码,敬业度,敬业度编码,工作与生活平衡,工作与生活平衡编码,绩效评级,绩效评级编码,是否离职,是否离职编码,员工计数
580,46,女,已婚,1,本科,3,市场营销,是,销售部,销售主管,3,偶尔出差,0,10,是,1,80,3,15,3,2,1,2,2,9071,94,1125,11563,0.19,低级,1,高,3,高,3,非常高,4,中,2,更好,3,优秀,3,否,0,1
581,31,男,离异,2,大专以下,1,生命科学,是,研发部,制造总监,3,偶尔出差,0,9,否,0,80,6,13,13,8,0,8,1,10648,33,1274,14394,0.25,低级,1,高,3,非常高,4,中,2,高,3,最好,4,杰出,4,否,0,1
582,33,男,已婚,1,大专以下,1,医学,是,研发部,经理,3,偶尔出差,0,15,是,1,80,2,15,7,6,7,7,7,13610,56,1277,24619,0.12,无,0,中,2,非常高,4,高,3,高,3,最好,4,优秀,3,是,1,1
584,33,男,离异,2,大专以下,1,医学,是,研发部,实验室技术员,1,偶尔出差,0,10,否,0,80,2,8,4,3,1,3,7,3408,38,587,6705,0.13,高级,3,低,1,低,1,非常高,4,低,1,更好,3,优秀,3,是,1,1
585,30,男,单身,0,大专以下,1,市场营销,是,销售部,销售代表,1,偶尔出差,0,7,否,0,80,3,4,3,2,1,2,0,2983,57,413,18398,0.14,无,0,非常高,4,低,1,中,2,高,3,更好,3,优秀,3,否,0,1
586,35,男,已婚,1,本科,3,生命科学,是,研发部,医疗代表,3,偶尔出差,0,16,是,1,80,2,10,8,7,0,0,4,7632,72,1276,14295,0.12,无,0,非常高,4,高,3,高,3,高,3,更好,3,优秀,3,否,0,1
587,31,男,已婚,1,本科,3,生命科学,是,研发部,医疗代表,3,频繁出差,1,20,否,0,80,2,12,1,0,0,0,3,9824,66,534,22908,0.12,无,0,低,1,低,1,高,3,高,3,更好,3,优秀,3,是,1,1
590,34,女,离异,2,本科,3,人力资源,是,人力资源部,人力资源专员,3,频繁出差,1,23,是,1,80,2,11,3,2,0,2,9,9950,43,988,11533,0.15,高级,3,中,2,高,3,低,1,高,3,更好,3,优秀,3,是,1,1
591,42,男,已婚,1,大专,2,其他,是,研发部,实验室技术员,1,频繁出差,1,5,否,0,80,4,8,2,2,2,0,4,2093,97,1474,9260,0.17,低级,1,中,2,非常高,4,高,3,高,3,更好,3,优秀,3,否,0,1
592,36,男,单身,0,硕士,4,医学,是,销售部,销售主管,3,不出差,2,10,否,0,80,3,10,10,3,9,7,1,9980,32,635,15318,0.14,无,0,中,2,非常高,4,非常高,4,高,3,好,2,优秀,3,否,0,1
593,22,男,单身,0,大专以下,1,工程技术,是,研发部,实验室技术员,1,频繁出差,1,4,否,0,80,3,4,2,2,1,2,5,3894,99,1368,9129,0.16,无,0,高,3,高,3,高,3,中,2,更好,3,优秀,3,是,1,1
595,48,女,已婚,1,博士,5,市场营销,是,销售部,销售主管,2,偶尔出差,0,2,否,0,80,2,14,9,7,6,7,2,4051,37,163,19658,0.14,低级,1,中,2,低,1,非常高,4,高,3,更好,3,优秀,3,否,0,1
597,55,女,单身,0,博士,5,生命科学,是,销售部,经理,4,偶尔出差,0,18,否,0,80,2,37,10,9,7,7,3,16835,83,1117,9873,0.23,无,0,低,1,非常高,4,中,2,高,3,更好,3,杰出,4,否,0,1
599,41,男,单身,0,大专,2,生命科学,是,销售部,销售主管,2,不出差,2,10,否,0,80,3,16,14,3,1,10,7,6230,56,267,13430,0.14,无,0,非常高,4,非常高,4,非常高,4,高,3,更好,3,优秀,3,否,0,1
600,35,男,已婚,1,本科,3,市场营销,是,销售部,销售主管,2,偶尔出差,0,1,否,0,80,2,15,11,9,6,9,9,4717,85,619,18659,0.11,无,0,中,2,高,3,高,3,高,3,更好,3,优秀,3,否,0,1
601,40,女,单身,0,本科,3,生命科学,是,研发部,制造总监,4,偶尔出差,0,6,否,0,80,3,22,20,6,5,13,7,13237,75,302,20364,0.15,无,0,中,2,高,3,高,3,高,3,更好,3,优秀,3,否,0,1
602,39,女,已婚,1,大专以下,1,生命科学,是,研发部,实验室技术员,1,频繁出差,1,8,否,0,80,3,8,8,3,0,7,1,3755,48,443,17872,0.11,低级,1,高,3,低,1,高,3,高,3,更好,3,优秀,3,否,0,1
604,31,男,单身,0,大专以下,1,生命科学,是,销售部,销售主管,2,偶尔出差,0,2,是,1,80,2,10,6,5,0,5,4,6582,77,828,8346,0.13,无,0,中,2,高,3,非常高,4,高,3,最好,4,优秀,3,否,0,1
605,42,男,已婚,1,本科,3,医学,是,研发部,制造总监,3,偶尔出差,0,24,是,1,80,5,10,10,9,5,8,1,7406,56,319,6950,0.21,低级,1,非常高,4,非常高,4,低,1,高,3,好,2,杰出,4,否,0,1
606,45,男,已婚,1,本科,3,其他,是,销售部,销售主管,2,偶尔出差,0,2,否,0,80,3,9,8,7,3,7,0,4805,61,561,16177,0.19,低级,1,非常高,4,中,2,中,2,高,3,最好,4,优秀,3,否,0,1
608,26,女,离异,2,硕士,4,生命科学,是,人力资源部,人力资源专员,1,频繁出差,1,17,是,1,80,2,8,7,7,1,0,0,2741,58,426,22808,0.11,低级,1,中,2,中,2,高,3,高,3,好,2,优秀,3,是,1,1
611,29,男,离异,2,本科,3,工程技术,是,研发部,制造总监,2,偶尔出差,0,19,否,0,80,2,8,3,2,1,2,4,4262,34,232,22645,0.12,中级,2,非常高,4,中,2,非常高,4,高,3,最好,4,优秀,3,否,0,1
612,33,女,离异,2,博士,5,医学,是,研发部,研究总监,4,偶尔出差,0,1,否,0,80,2,10,6,1,0,5,4,16184,95,922,22578,0.19,低级,1,低,1,高,3,高,3,非常高,4,更好,3,优秀,3,否,0,1
613,31,男,离异,2,本科,3,生命科学,是,销售部,经理,3,偶尔出差,0,7,否,0,80,3,10,5,4,0,1,9,11557,44,688,25291,0.21,低级,1,高,3,高,3,非常高,4,中,2,好,2,杰出,4,否,0,1
614,18,男,单身,0,本科,3,市场营销,是,销售部,销售代表,1,频繁出差,1,5,是,1,80,3,0,0,0,0,0,1,1878,69,1306,8059,0.14,无,0,中,2,非常高,4,中,2,高,3,更好,3,优秀,3,是,1,1
615,40,男,离异,2,本科,3,其他,是,销售部,销售主管,3,不出差,2,28,否,0,80,2,20,1,0,0,1,3,10932,58,1094,11373,0.15,低级,1,高,3,高,3,低,1,低,1,更好,3,优秀,3,否,0,1
616,41,女,单身,0,硕士,4,其他,是,研发部,医疗代表,2,不出差,2,2,是,1,80,3,10,8,7,0,7,2,6811,62,509,2112,0.17,无,0,低,1,低,1,高,3,中,2,更好,3,优秀,3,否,0,1
618,26,男,离异,2,大专,2,医学,是,销售部,销售主管,2,偶尔出差,0,29,否,0,80,5,8,0,0,0,0,5,4306,45,775,4267,0.12,中级,2,低,1,低,1,高,3,高,3,更好,3,优秀,3,否,0,1
620,35,女,单身,0,本科,3,医学,是,销售部,销售主管,2,偶尔出差,0,1,否,0,80,3,5,5,4,0,3,1,4859,80,195,6698,0.16,无,0,低,1,非常高,4,高,3,高,3,更好,3,优秀,3,否,0,1
621,34,男,单身,0,硕士,4,生命科学,是,销售部,销售主管,2,偶尔出差,0,21,否,0,80,3,10,10,7,5,7,1,5337,74,258,19921,0.12,无,0,非常高,4,非常高,4,非常高,4,非常高,4,更好,3,优秀,3,否,0,1
622,26,男,单身,0,本科,3,工程技术,是,研发部,实验室技术员,1,偶尔出差,0,24,是,1,80,3,1,1,0,0,0,1,2340,66,471,23213,0.18,无,0,高,3,中,2,非常高,4,低,1,差,1,优秀,3,是,1,1
623,37,女,单身,0,本科,3,工程技术,是,研发部,制造总监,3,偶尔出差,0,1,否,0,80,3,12,6,5,1,2,4,7491,59,799,23848,0.17,无,0,中,2,非常高,4,非常高,4,高,3,最好,4,优秀,3,否,0,1
624,46,女,已婚,1,大专以下,1,医学,是,研发部,医疗代表,3,频繁出差,1,18,否,0,80,3,28,2,2,1,2,5,10527,86,1034,8984,0.11,无,0,低,1,非常高,4,高,3,高,3,好,2,优秀,3,否,0,1
625,41,女,已婚,1,博士,5,生命科学,是,销售部,经理,4,偶尔出差,0,2,否,0,80,2,22,18,16,11,8,7,16595,91,1276,5626,0.16,低级,1,中,2,中,2,低,1,高,3,更好,3,优秀,3,否,0,1
626,37,男,离异,2,硕士,4,医学,是,销售部,销售主管,3,不出差,2,9,否,0,80,6,9,9,5,7,7,1,8834,69,142,24666,0.13,低级,1,低,1,非常高,4,中,2,高,3,更好,3,优秀,3,否,0,1
630,52,男,离异,2,大专,2,工程技术,是,研发部,研究科学家,2,偶尔出差,0,6,是,1,80,3,18,10,9,6,9,3,5577,78,956,22087,0.12,中级,2,非常高,4,中,2,低,1,高,3,更好,3,优秀,3,否,0,1
631,32,男,已婚,1,硕士,4,其他,是,销售部,销售主管,2,不出差,2,11,否,0,80,2,6,4,2,1,2,8,4707,60,1474,23914,0.12,无,0,非常高,4,非常高,4,高,3,非常高,4,更好,3,优秀,3,是,1,1
632,24,男,已婚,1,本科,3,医学,是,销售部,销售代表,1,频繁出差,1,24,否,0,80,3,3,2,2,2,1,0,2400,38,535,5530,0.13,中级,2,非常高,4,高,3,非常高,4,高,3,更好,3,优秀,3,否,0,1
634,38,女,已婚,1,本科,3,医学,是,研发部,医疗代表,2,偶尔出差,0,10,否,0,80,4,18,1,0,0,0,3,9824,76,1495,22174,0.19,低级,1,高,3,高,3,高,3,高,3,更好,3,优秀,3,否,0,1
635,37,女,已婚,1,硕士,4,生命科学,是,研发部,制造总监,2,偶尔出差,0,1,否,0,80,2,8,6,5,4,3,6,6447,65,446,15701,0.12,低级,1,中,2,中,2,中,2,高,3,好,2,优秀,3,否,0,1
638,49,男,离异,2,硕士,4,生命科学,是,研发部,研究总监,5,偶尔出差,0,18,是,1,80,5,31,31,9,0,9,1,19502,58,1245,2125,0.17,低级,1,非常高,4,高,3,高,3,中,2,更好,3,优秀,3,否,0,1
639,24,男,已婚,1,本科,3,医学,是,研发部,研究科学家,1,偶尔出差,0,23,是,1,80,3,6,6,5,1,4,1,2725,89,691,21630,0.11,中级,2,中,2,中,2,非常高,4,非常高,4,更好,3,优秀,3,否,0,1
641,26,男,已婚,1,大专,2,市场营销,是,销售部,销售主管,2,偶尔出差,0,28,否,0,80,5,6,5,3,1,4,1,6272,66,703,7428,0.2,中级,2,低,1,非常高,4,中,2,高,3,最好,4,杰出,4,否,0,1
643,24,男,已婚,1,大专,2,其他,是,研发部,实验室技术员,1,偶尔出差,0,17,否,0,80,2,1,1,0,0,0,1,2127,94,823,9100,0.21,低级,1,非常高,4,非常高,4,中,2,中,2,更好,3,杰出,4,否,0,1
644,50,男,已婚,1,本科,3,医学,是,人力资源部,经理,5,频繁出差,1,3,否,0,80,2,32,32,5,10,7,1,18200,99,1246,7999,0.11,低级,1,低,1,高,3,中,2,高,3,更好,3,优秀,3,否,0,1
645,25,男,已婚,1,大专以下,1,医学,是,销售部,销售代表,1,偶尔出差,0,13,否,0,80,1,7,7,4,0,6,1,2096,40,622,26376,0.11,无,0,中,2,高,3,高,3,高,3,更好,3,优秀,3,否,0,1
647,24,女,已婚,1,本科,3,生命科学,是,研发部,实验室技术员,1,频繁出差,1,7,是,1,80,4,6,6,3,1,2,1,2886,55,1287,14168,0.16,低级,1,低,1,非常高,4,高,3,高,3,更好,3,优秀,3,是,1,1
648,30,男,已婚,1,硕士,4,生命科学,是,销售部,销售代表,1,频繁出差,1,12,否,0,80,2,1,1,0,0,0,1,2033,74,448,14470,0.18,低级,1,中,2,高,3,低,1,中,2,最好,4,优秀,3,是,1,1
649,34,男,已婚,1,大专,2,生命科学,是,研发部,研究科学家,1,偶尔出差,0,1,是,1,80,3,6,6,5,1,3,1,3622,83,254,22794,0.13,低级,1,中,2,非常高,4,非常高,4,中,2,更好,3,优秀,3,否,0,1
650,31,男,离异,2,硕士,4,医学,是,销售部,销售主管,2,偶尔出差,0,13,否,0,80,2,9,3,1,1,2,2,4233,46,1365,11512,0.17,无,0,中,2,高,3,低,1,高,3,差,1,优秀,3,是,1,1
652,35,男,单身,0,大专,2,其他,是,研发部,实验室技术员,2,偶尔出差,0,25,否,0,80,3,9,3,2,0,2,4,3681,54,538,14004,0.14,无,0,低,1,非常高,4,非常高,4,中,2,更好,3,优秀,3,否,0,1
653,31,男,离异,2,硕士,4,医学,是,销售部,销售主管,2,偶尔出差,0,6,否,0,80,4,13,7,7,5,7,4,5460,66,525,6219,0.22,中级,2,低,1,非常高,4,非常高,4,非常高,4,最好,4,杰出,4,否,0,1
655,27,女,离异,2,硕士,4,医学,是,研发部,研究科学家,1,偶尔出差,0,6,否,0,80,5,6,5,3,0,3,0,2187,66,798,5013,0.12,中级,2,低,1,高,3,高,3,中,2,好,2,优秀,3,否,0,1
656,37,男,已婚,1,本科,3,市场营销,是,销售部,销售主管,2,偶尔出差,0,2,是,1,80,3,17,3,0,1,0,4,9602,75,558,3010,0.11,低级,1,非常高,4,高,3,高,3,高,3,好,2,优秀,3,否,0,1
657,20,女,单身,0,本科,3,生命科学,是,研发部,研究科学家,1,偶尔出差,0,1,否,0,80,0,1,1,0,0,0,1,2836,83,959,11757,0.13,无,0,非常高,4,非常高,4,中,2,中,2,最好,4,优秀,3,否,0,1
659,42,女,已婚,1,硕士,4,生命科学,是,研发部,医疗代表,2,偶尔出差,0,2,否,0,80,4,10,10,2,2,2,1,4089,81,622,5718,0.13,中级,2,高,3,中,2,非常高,4,高,3,更好,3,优秀,3,否,0,1
661,43,男,离异,2,硕士,4,其他,是,研发部,研究总监,4,偶尔出差,0,6,是,1,80,3,21,1,0,0,0,4,16627,50,782,2671,0.14,低级,1,中,2,高,3,非常高,4,中,2,好,2,优秀,3,否,0,1
662,38,女,单身,0,大专以下,1,生命科学,是,研发部,研究科学家,1,偶尔出差,0,1,否,0,80,3,8,0,0,0,0,3,2619,43,362,14561,0.17,无,0,高,3,非常高,4,低,1,高,3,好,2,优秀,3,否,0,1
663,43,男,离异,2,博士,5,医学,是,研发部,实验室技术员,2,频繁出差,1,9,是,1,80,3,10,8,7,4,7,3,5679,72,1001,19627,0.13,低级,1,非常高,4,中,2,高,3,高,3,更好,3,优秀,3,否,0,1
664,48,女,已婚,1,硕士,4,生命科学,是,研发部,经理,4,偶尔出差,0,1,否,0,80,3,21,3,2,0,2,7,15402,40,1236,17997,0.11,低级,1,非常高,4,低,1,低,1,中,2,差,1,优秀,3,否,0,1
665,44,女,单身,0,硕士,4,生命科学,是,人力资源部,人力资源专员,2,偶尔出差,0,1,否,0,80,1,10,2,2,0,2,4,5985,50,1112,26894,0.11,无,0,低,1,中,2,高,3,中,2,最好,4,优秀,3,否,0,1
666,34,女,离异,2,本科,3,工程技术,是,销售部,销售代表,1,偶尔出差,0,14,是,1,80,3,8,8,2,0,6,1,2579,31,204,2912,0.18,中级,2,高,3,非常高,4,高,3,高,3,更好,3,优秀,3,否,0,1
667,27,男,离异,2,大专以下,1,市场营销,是,销售部,销售代表,1,偶尔出差,0,2,否,0,80,3,5,4,3,0,2,0,3041,85,1420,16346,0.11,低级,1,高,3,中,2,低,1,高,3,更好,3,优秀,3,是,1,1
669,21,男,单身,0,大专以下,1,工程技术,是,销售部,销售代表,1,偶尔出差,0,22,否,0,80,2,3,3,2,1,2,1,3447,49,1343,24444,0.11,无,0,高,3,高,3,高,3,高,3,更好,3,优秀,3,否,0,1
671,44,男,已婚,1,硕士,4,其他,是,研发部,经理,5,偶尔出差,0,3,是,1,80,2,26,2,2,0,1,4,19513,35,1315,9358,0.12,低级,1,非常高,4,低,1,非常高,4,高,3,最好,4,优秀,3,否,0,1
675,22,男,已婚,1,大专以下,1,医学,是,研发部,研究科学家,1,偶尔出差,0,6,否,0,80,3,3,2,2,2,2,0,2773,69,604,12145,0.2,无,0,低,1,非常高,4,高,3,高,3,更好,3,杰出,4,否,0,1
677,33,男,离异,2,硕士,4,市场营销,是,销售部,销售主管,2,偶尔出差,0,8,否,0,80,3,6,5,0,1,2,0,7104,39,1216,20431,0.12,无,0,高,3,非常高,4,高,3,高,3,更好,3,优秀,3,否,0,1
679,32,女,已婚,1,硕士,4,生命科学,是,研发部,研究科学家,2,偶尔出差,0,9,是,1,80,2,6,6,4,0,5,1,6322,92,646,18089,0.12,低级,1,低,1,非常高,4,非常高,4,高,3,好,2,优秀,3,否,0,1
680,30,女,离异,2,本科,3,医学,是,研发部,研究科学家,1,频繁出差,1,3,否,0,80,2,1,1,0,0,0,1,2083,71,160,22653,0.2,低级,1,高,3,高,3,高,3,高,3,更好,3,杰出,4,否,0,1
682,53,女,单身,0,大专以下,1,医学,是,销售部,销售主管,2,偶尔出差,0,1,否,0,80,2,18,14,7,8,10,7,8381,34,238,7507,0.2,无,0,非常高,4,非常高,4,低,1,高,3,最好,4,杰出,4,否,0,1
683,34,男,已婚,1,博士,5,生命科学,是,研发部,研究科学家,1,偶尔出差,0,1,否,0,80,4,10,10,9,8,8,1,2691,42,1397,7660,0.12,低级,1,中,2,非常高,4,非常高,4,高,3,好,2,优秀,3,否,0,1
684,45,女,已婚,1,硕士,4,生命科学,是,销售部,销售主管,2,频繁出差,1,26,否,0,80,4,5,1,1,0,0,2,4286,100,306,5630,0.14,中级,2,低,1,非常高,4,低,1,高,3,更好,3,优秀,3,是,1,1
686,26,女,已婚,1,本科,3,生命科学,是,研发部,实验室技术员,1,偶尔出差,0,6,是,1,80,2,3,3,2,0,2,1,2659,71,991,17759,0.13,低级,1,高,3,高,3,非常高,4,高,3,更好,3,优秀,3,否,0,1
689,37,男,已婚,1,本科,3,其他,是,研发部,制造总监,3,偶尔出差,0,3,否,0,80,2,10,10,7,7,8,1,9434,36,482,9606,0.15,低级,1,高,3,高,3,高,3,高,3,更好,3,优秀,3,否,0,1
690,29,女,已婚,1,大专,2,医学,是,销售部,销售主管,2,偶尔出差,0,3,否,0,80,5,6,6,0,1,2,1,5561,62,1176,3487,0.14,低级,1,中,2,低,1,高,3,高,3,好,2,优秀,3,否,0,1
691,35,男,单身,0,硕士,4,生命科学,是,研发部,研究科学家,2,偶尔出差,0,6,否,0,80,3,17,17,11,11,8,1,6646,82,1017,19368,0.13,无,0,中,2,中,2,非常高,4,低,1,更好,3,优秀,3,否,0,1
692,33,男,离异,2,本科,3,生命科学,是,研发部,医疗代表,2,频繁出差,1,6,否,0,80,2,15,13,11,4,7,3,7725,30,1296,5335,0.23,低级,1,高,3,高,3,非常高,4,高,3,差,1,杰出,4,否,0,1
698,54,男,已婚,1,硕士,4,医学,是,人力资源部,人力资源专员,3,偶尔出差,0,19,否,0,80,1,16,9,7,7,1,2,10725,88,397,6729,0.15,低级,1,高,3,高,3,中,2,高,3,最好,4,优秀,3,否,0,1
699,36,男,离异,2,大专,2,医学,是,研发部,制造总监,2,偶尔出差,0,9,是,1,80,2,13,3,2,0,2,2,8847,48,913,13934,0.11,低级,1,中,2,高,3,中,2,中,2,更好,3,优秀,3,否,0,1
700,27,男,单身,0,硕士,4,医学,是,研发部,研究科学家,1,偶尔出差,0,3,否,0,80,0,5,4,2,1,1,0,2045,54,1115,15174,0.13,无,0,低,1,非常高,4,非常高,4,中,2,更好,3,优秀,3,否,0,1
701,20,男,单身,0,大专以下,1,医学,是,研发部,研究科学家,1,偶尔出差,0,10,是,1,80,5,1,1,0,1,1,1,1009,32,1362,26999,0.11,无,0,非常高,4,非常高,4,高,3,高,3,更好,3,优秀,3,是,1,1
702,33,男,单身,0,本科,3,生命科学,是,研发部,研究科学家,1,频繁出差,1,3,是,1,80,3,10,10,8,9,7,1,3348,70,1076,3164,0.11,无,0,低,1,低,1,低,1,高,3,更好,3,优秀,3,是,1,1
704,35,男,已婚,1,本科,3,生命科学,是,研发部,实验室技术员,1,不出差,2,3,否,0,80,3,1,1,0,0,0,1,1281,41,727,16900,0.18,中级,2,高,3,高,3,高,3,中,2,更好,3,优秀,3,否,0,1
705,23,男,已婚,1,本科,3,医学,是,研发部,研究科学家,1,偶尔出差,0,4,否,0,80,3,5,3,2,0,2,2,2819,58,885,8544,0.16,低级,1,低,1,低,1,低,1,非常高,4,最好,4,优秀,3,否,0,1
707,25,男,已婚,1,本科,3,生命科学,是,销售部,销售主管,2,偶尔出差,0,8,否,0,80,4,4,3,2,1,2,0,4851,57,810,15678,0.22,低级,1,非常高,4,高,3,中,2,非常高,4,更好,3,杰出,4,否,0,1
709,38,女,单身,0,硕士,4,市场营销,是,销售部,销售主管,2,偶尔出差,0,7,否,0,80,2,8,7,7,0,5,0,4028,46,243,7791,0.2,无,0,非常高,4,低,1,非常高,4,中,2,更好,3,杰出,4,否,0,1
710,29,男,离异,2,硕士,4,生命科学,是,研发部,研究科学家,1,频繁出差,1,1,否,0,80,5,10,10,7,2,8,1,2720,76,806,18959,0.18,低级,1,中,2,非常高,4,非常高,4,低,1,更好,3,优秀,3,否,0,1
712,48,男,已婚,1,大专以下,1,市场营销,是,销售部,销售主管,2,偶尔出差,0,2,否,0,80,3,12,2,2,2,2,3,8120,56,817,18597,0.12,无,0,中,2,非常高,4,中,2,非常高,4,更好,3,优秀,3,否,0,1
714,27,女,离异,2,大专以下,1,医学,是,销售部,销售主管,2,频繁出差,1,3,是,1,80,3,6,6,5,0,4,1,4647,71,1410,16673,0.2,中级,2,非常高,4,中,2,非常高,4,非常高,4,更好,3,杰出,4,否,0,1
715,37,男,单身,0,大专,2,生命科学,是,研发部,研究科学家,1,偶尔出差,0,10,否,0,80,2,4,1,0,0,0,3,4680,80,1225,15232,0.17,无,0,非常高,4,低,1,非常高,4,非常高,4,更好,3,优秀,3,否,0,1
716,50,男,已婚,1,大专以下,1,医学,是,研发部,实验室技术员,1,偶尔出差,0,28,是,1,80,3,20,20,8,3,8,1,3221,74,1207,3297,0.11,高级,3,非常高,4,高,3,高,3,非常高,4,更好,3,优秀,3,否,0,1
717,34,女,单身,0,本科,3,医学,是,研发部,医疗代表,3,偶尔出差,0,9,否,0,80,3,9,8,7,7,7,1,8621,46,1442,17654,0.14,无,0,非常高,4,中,2,中,2,中,2,最好,4,优秀,3,否,0,1
720,24,女,单身,0,大专,2,生命科学,是,销售部,销售主管,2,偶尔出差,0,3,否,0,80,3,4,2,2,2,0,9,4577,65,693,24785,0.14,无,0,低,1,低,1,高,3,高,3,更好,3,优秀,3,是,1,1
721,39,女,单身,0,硕士,4,工程技术,是,研发部,医疗代表,2,偶尔出差,0,2,否,0,80,4,20,20,7,11,10,1,4553,80,408,20978,0.11,无,0,非常高,4,低,1,高,3,中,2,更好,3,优秀,3,否,0,1
722,32,男,单身,0,本科,3,市场营销,是,销售部,销售主管,2,偶尔出差,0,10,否,0,80,2,10,10,7,0,8,1,5396,55,929,21703,0.12,无,0,非常高,4,非常高,4,非常高,4,高,3,好,2,优秀,3,否,0,1
723,50,男,已婚,1,大专,2,工程技术,是,销售部,销售主管,2,频繁出差,1,8,是,1,80,4,18,4,3,1,3,3,6796,50,562,23452,0.14,低级,1,中,2,低,1,高,3,高,3,更好,3,优秀,3,是,1,1
724,38,女,单身,0,硕士,4,生命科学,是,研发部,医疗代表,2,偶尔出差,0,1,否,0,80,4,10,9,7,1,8,0,7625,33,827,19383,0.13,无,0,中,2,高,3,非常高,4,非常高,4,好,2,优秀,3,否,0,1
725,27,女,已婚,1,大专,2,生命科学,是,研发部,制造总监,3,偶尔出差,0,1,否,0,80,3,9,9,7,0,7,1,7412,68,608,6009,0.11,无,0,高,3,非常高,4,低,1,高,3,更好,3,优秀,3,否,0,1
727,32,女,单身,0,大专,2,生命科学,是,研发部,研究总监,3,偶尔出差,0,3,否,0,80,6,10,7,7,7,7,3,11159,39,1018,19373,0.15,无,0,高,3,非常高,4,非常高,4,高,3,更好,3,优秀,3,否,0,1
728,47,男,单身,0,硕士,4,市场营销,是,销售部,销售主管,2,偶尔出差,0,14,否,0,80,2,20,7,7,1,7,2,4960,42,703,11825,0.12,无,0,非常高,4,非常高,4,低,1,高,3,更好,3,优秀,3,否,0,1
729,40,男,已婚,1,硕士,4,生命科学,是,销售部,销售主管,3,频繁出差,1,5,是,1,80,2,20,18,13,1,12,5,10475,48,580,23772,0.21,低级,1,非常高,4,高,3,低,1,中,2,更好,3,杰出,4,否,0,1
730,53,男,已婚,1,本科,3,生命科学,是,研发部,研究总监,4,偶尔出差,0,7,否,0,80,3,32,5,1,1,3,3,14814,59,970,13514,0.19,无,0,高,3,高,3,高,3,非常高,4,更好,3,优秀,3,否,0,1
731,41,男,离异,2,硕士,4,人力资源,是,人力资源部,经理,5,偶尔出差,0,10,否,0,80,2,23,21,6,12,6,3,19141,73,427,8861,0.15,高级,3,中,2,中,2,非常高,4,中,2,好,2,优秀,3,否,0,1
732,60,男,单身,0,硕士,4,市场营销,是,销售部,销售主管,2,偶尔出差,0,16,否,0,80,1,10,2,2,2,2,8,5405,84,1179,11924,0.14,无,0,低,1,非常高,4,低,1,高,3,更好,3,优秀,3,否,0,1
733,27,男,离异,2,大专,2,生命科学,是,研发部,制造总监,3,频繁出差,1,10,否,0,80,4,9,9,7,1,7,1,8793,32,294,4809,0.21,中级,2,非常高,4,高,3,低,1,高,3,好,2,杰出,4,否,0,1
734,41,男,已婚,1,本科,3,人力资源,是,人力资源部,经理,5,偶尔出差,0,1,否,0,80,3,22,22,7,2,10,1,19189,59,314,19562,0.12,低级,1,非常高,4,中,2,高,3,中,2,更好,3,优秀,3,否,0,1
738,50,男,已婚,1,硕士,4,市场营销,是,销售部,销售代表,1,偶尔出差,0,8,否,0,80,2,4,2,2,2,2,7,3875,54,316,9983,0.15,低级,1,非常高,4,非常高,4,中,2,高,3,更好,3,优秀,3,否,0,1
741,28,女,单身,0,大专,2,生命科学,是,研发部,研究科学家,1,偶尔出差,0,1,是,1,80,4,10,7,7,3,7,7,2216,67,654,3872,0.13,无,0,低,1,非常高,4,中,2,低,1,更好,3,优秀,3,是,1,1
742,36,女,已婚,1,本科,3,生命科学,是,研发部,研究总监,3,不出差,2,8,否,0,80,2,10,8,7,0,5,9,11713,63,427,20335,0.14,低级,1,低,1,低,1,低,1,非常高,4,更好,3,优秀,3,否,0,1
743,38,女,单身,0,本科,3,生命科学,是,研发部,制造总监,3,偶尔出差,0,1,是,1,80,4,10,1,0,0,0,4,7861,81,168,15397,0.14,无,0,高,3,非常高,4,高,3,高,3,最好,4,优秀,3,否,0,1
744,44,男,单身,0,本科,3,医学,是,研发部,实验室技术员,1,不出差,2,24,否,0,80,5,9,5,2,1,4,2,3708,49,381,2104,0.14,无,0,低,1,高,3,高,3,低,1,更好,3,优秀,3,否,0,1
746,47,女,离异,2,本科,3,医学,是,销售部,销售主管,4,频繁出差,1,3,是,1,80,2,28,22,2,11,13,9,13770,49,217,10225,0.12,中级,2,非常高,4,非常高,4,高,3,高,3,好,2,优秀,3,否,0,1
747,30,男,离异,2,博士,5,市场营销,是,销售部,销售主管,2,偶尔出差,0,27,否,0,80,2,10,8,7,7,7,7,5304,99,501,25275,0.23,低级,1,高,3,非常高,4,非常高,4,高,3,好,2,杰出,4,否,0,1
